"ltv","ttime","abt","tue"
"{""n"":""420""}","{""n"":""4555722""}","{""n"":""54""}","{""n"":""157""}"
"{""n"":""605""}","{""n"":""32546038""}","{""n"":""4""}","{""n"":""291""}"
"{""n"":""200""}","{""n"":""179819""}","{""n"":""19""}","{""n"":""15""}"
"{""n"":""150""}","{""n"":""601205""}","{""n"":""6""}","{""n"":""25""}"
"{""n"":""425""}","{""n"":""1762204""}","{""n"":""7""}","{""n"":""50""}"
"{""n"":""250""}","{""n"":""3156968""}","{""n"":""16""}","{""n"":""80""}"
"{""n"":""56.00000000000001""}","{""n"":""387491""}","{""n"":""29""}","{""n"":""16""}"
"{""n"":""380""}","{""n"":""737020""}","{""n"":""28""}","{""n"":""30""}"
"{""n"":""125""}","{""n"":""1117724""}","{""n"":""48""}","{""n"":""24""}"
"{""n"":""704""}","{""n"":""30786044""}","{""n"":""5""}","{""n"":""468""}"
"{""n"":""250""}","{""n"":""1440213""}","{""n"":""2""}","{""n"":""160""}"
"{""n"":""250""}","{""n"":""1404192""}","{""n"":""9""}","{""n"":""45""}"
"{""n"":""375""}","{""n"":""5026393""}","{""n"":""51""}","{""n"":""92""}"
"{""n"":""250""}","{""n"":""131571""}","{""n"":""9""}","{""n"":""15""}"
"{""n"":""955""}","{""n"":""5272923""}","{""n"":""22""}","{""n"":""142""}"
"{""n"":""200""}","{""n"":""1780182""}","{""n"":""22""}","{""n"":""61""}"
"{""n"":""320""}","{""n"":""297548""}","{""n"":""2""}","{""n"":""33""}"
"{""n"":""621""}","{""n"":""3268786""}","{""n"":""12""}","{""n"":""77""}"
"{""n"":""210""}","{""n"":""243598""}","{""n"":""8""}","{""n"":""20""}"
"{""n"":""49""}","{""n"":""4750765""}","{""n"":""7""}","{""n"":""46""}"
"{""n"":""200""}","{""n"":""198892""}","{""n"":""12""}","{""n"":""15""}"
"{""n"":""2815""}","{""n"":""35065764""}","{""n"":""23""}","{""n"":""805""}"
"{""n"":""101""}","{""n"":""2188492""}","{""n"":""45""}","{""n"":""21""}"
"{""n"":""835""}","{""n"":""53219990""}","{""n"":""28""}","{""n"":""829""}"
"{""n"":""175""}","{""n"":""190089""}","{""n"":""4""}","{""n"":""15""}"
"{""n"":""725""}","{""n"":""63213388""}","{""n"":""26""}","{""n"":""524""}"
"{""n"":""200""}","{""n"":""0""}","{""n"":""56""}","{""n"":""15""}"
"{""n"":""354""}","{""n"":""4863659""}","{""n"":""31""}","{""n"":""131""}"
"{""n"":""1155""}","{""n"":""192356984""}","{""n"":""59""}","{""n"":""1834""}"
"{""n"":""385""}","{""n"":""157161""}","{""n"":""39""}","{""n"":""15""}"
"{""n"":""250""}","{""n"":""562742""}","{""n"":""22""}","{""n"":""25""}"
"{""n"":""150""}","{""n"":""456102""}","{""n"":""37""}","{""n"":""21""}"
"{""n"":""250""}","{""n"":""4560263""}","{""n"":""55""}","{""n"":""130""}"
"{""n"":""250""}","{""n"":""1443426""}","{""n"":""32""}","{""n"":""15""}"
"{""n"":""100""}","{""n"":""821853""}","{""n"":""37""}","{""n"":""19""}"
"{""n"":""480""}","{""n"":""6758906""}","{""n"":""1""}","{""n"":""268""}"
"{""n"":""125""}","{""n"":""208638""}","{""n"":""17""}","{""n"":""18""}"
"{""n"":""150""}","{""n"":""3377531""}","{""n"":""44""}","{""n"":""34""}"
"{""n"":""250""}","{""n"":""62008""}","{""n"":""55""}","{""n"":""15""}"
"{""n"":""280""}","{""n"":""290969""}","{""n"":""19""}","{""n"":""23""}"
"{""n"":""200""}","{""n"":""407584""}","{""n"":""20""}","{""n"":""21""}"
"{""n"":""300""}","{""n"":""1135870""}","{""n"":""47""}","{""n"":""30""}"
"{""n"":""600""}","{""n"":""0""}","{""n"":""10""}","{""n"":""15""}"
"{""n"":""250""}","{""n"":""7262091""}","{""n"":""30""}","{""n"":""249""}"
"{""n"":""56.00000000000001""}","{""n"":""60075""}","{""n"":""45""}","{""n"":""15""}"
"{""n"":""450""}","{""n"":""147541""}","{""n"":""4""}","{""n"":""15""}"
"{""n"":""200""}","{""n"":""3510187""}","{""n"":""27""}","{""n"":""115""}"
"{""n"":""140""}","{""n"":""86201""}","{""n"":""35""}","{""n"":""15""}"
"{""n"":""250""}","{""n"":""0""}","{""n"":""10""}","{""n"":""15""}"
"{""n"":""850""}","{""n"":""249730""}","{""n"":""26""}","{""n"":""21""}"
"{""n"":""229.99999999999997""}","{""n"":""226697""}","{""n"":""25""}","{""n"":""21""}"
"{""n"":""385""}","{""n"":""502055""}","{""n"":""8""}","{""n"":""25""}"
"{""n"":""320""}","{""n"":""348202""}","{""n"":""50""}","{""n"":""73""}"
"{""n"":""550""}","{""n"":""5006694""}","{""n"":""28""}","{""n"":""173""}"
"{""n"":""100""}","{""n"":""0""}","{""n"":""40""}","{""n"":""15""}"
"{""n"":""640""}","{""n"":""28206005""}","{""n"":""44""}","{""n"":""365""}"
"{""n"":""250""}","{""n"":""2981338""}","{""n"":""39""}","{""n"":""87""}"
"{""n"":""200""}","{""n"":""0""}","{""n"":""13""}","{""n"":""15""}"
"{""n"":""250""}","{""n"":""522167""}","{""n"":""56""}","{""n"":""35""}"
"{""n"":""450""}","{""n"":""12230304""}","{""n"":""40""}","{""n"":""219""}"
"{""n"":""850""}","{""n"":""858139""}","{""n"":""22""}","{""n"":""54""}"
"{""n"":""225""}","{""n"":""0""}","{""n"":""49""}","{""n"":""15""}"
"{""n"":""122""}","{""n"":""365998""}","{""n"":""42""}","{""n"":""18""}"
"{""n"":""250""}","{""n"":""844533""}","{""n"":""53""}","{""n"":""35""}"
"{""n"":""400""}","{""n"":""3144342""}","{""n"":""47""}","{""n"":""84""}"
"{""n"":""210""}","{""n"":""630550""}","{""n"":""9""}","{""n"":""30""}"
"{""n"":""351""}","{""n"":""5200971""}","{""n"":""2""}","{""n"":""175""}"
"{""n"":""450""}","{""n"":""2489588""}","{""n"":""41""}","{""n"":""97""}"
"{""n"":""400""}","{""n"":""1737329""}","{""n"":""47""}","{""n"":""53""}"
"{""n"":""550""}","{""n"":""2000024""}","{""n"":""27""}","{""n"":""68""}"
"{""n"":""250""}","{""n"":""5464698""}","{""n"":""56""}","{""n"":""255""}"
"{""n"":""200""}","{""n"":""145397""}","{""n"":""16""}","{""n"":""15""}"
"{""n"":""320""}","{""n"":""0""}","{""n"":""21""}","{""n"":""65""}"
"{""n"":""400""}","{""n"":""2146208""}","{""n"":""49""}","{""n"":""38""}"
"{""n"":""471""}","{""n"":""1388233""}","{""n"":""12""}","{""n"":""54""}"
"{""n"":""100""}","{""n"":""6714017""}","{""n"":""30""}","{""n"":""66""}"
"{""n"":""240""}","{""n"":""43787""}","{""n"":""46""}","{""n"":""15""}"
"{""n"":""150""}","{""n"":""38091""}","{""n"":""16""}","{""n"":""15""}"
"{""n"":""180""}","{""n"":""0""}","{""n"":""41""}","{""n"":""15""}"
"{""n"":""120""}","{""n"":""0""}","{""n"":""15""}","{""n"":""15""}"
"{""n"":""200""}","{""n"":""2200803""}","{""n"":""41""}","{""n"":""61""}"
"{""n"":""200""}","{""n"":""4141119""}","{""n"":""1""}","{""n"":""265""}"
"{""n"":""200""}","{""n"":""91444""}","{""n"":""42""}","{""n"":""15""}"
"{""n"":""180""}","{""n"":""90692""}","{""n"":""3""}","{""n"":""15""}"
"{""n"":""1820""}","{""n"":""115993087""}","{""n"":""27""}","{""n"":""1451""}"
"{""n"":""620""}","{""n"":""16999450""}","{""n"":""4""}","{""n"":""884""}"
"{""n"":""430""}","{""n"":""42672877""}","{""n"":""51""}","{""n"":""770""}"
"{""n"":""350""}","{""n"":""1765268""}","{""n"":""24""}","{""n"":""61""}"
"{""n"":""280""}","{""n"":""65959""}","{""n"":""37""}","{""n"":""65""}"
"{""n"":""1100""}","{""n"":""3837038""}","{""n"":""51""}","{""n"":""103""}"
"{""n"":""125""}","{""n"":""488840""}","{""n"":""26""}","{""n"":""19""}"
"{""n"":""1750""}","{""n"":""12003""}","{""n"":""31""}","{""n"":""15""}"
"{""n"":""600""}","{""n"":""0""}","{""n"":""45""}","{""n"":""15""}"
"{""n"":""2275""}","{""n"":""81852174""}","{""n"":""58""}","{""n"":""3024""}"
"{""n"":""600""}","{""n"":""723113""}","{""n"":""46""}","{""n"":""38""}"
"{""n"":""850""}","{""n"":""21996948""}","{""n"":""36""}","{""n"":""301""}"
"{""n"":""340""}","{""n"":""460306466""}","{""n"":""46""}","{""n"":""1006""}"
"{""n"":""180""}","{""n"":""0""}","{""n"":""1""}","{""n"":""15""}"
"{""n"":""250""}","{""n"":""192538""}","{""n"":""50""}","{""n"":""15""}"
"{""n"":""250""}","{""n"":""0""}","{""n"":""16""}","{""n"":""15""}"
"{""n"":""200""}","{""n"":""25787""}","{""n"":""21""}","{""n"":""15""}"
"{""n"":""1201""}","{""n"":""4700102""}","{""n"":""33""}","{""n"":""171""}"
"{""n"":""480""}","{""n"":""534693""}","{""n"":""8""}","{""n"":""20""}"
"{""n"":""400""}","{""n"":""18246167""}","{""n"":""57""}","{""n"":""842""}"
"{""n"":""72""}","{""n"":""3959314""}","{""n"":""22""}","{""n"":""40""}"
"{""n"":""675""}","{""n"":""2652174""}","{""n"":""48""}","{""n"":""90""}"
"{""n"":""2305""}","{""n"":""178860942""}","{""n"":""5""}","{""n"":""4810""}"
"{""n"":""1050""}","{""n"":""21400973""}","{""n"":""30""}","{""n"":""686""}"
"{""n"":""350""}","{""n"":""354584""}","{""n"":""21""}","{""n"":""21""}"
"{""n"":""250""}","{""n"":""24018""}","{""n"":""45""}","{""n"":""15""}"
"{""n"":""400""}","{""n"":""8341333""}","{""n"":""1""}","{""n"":""480""}"
"{""n"":""300""}","{""n"":""32001""}","{""n"":""37""}","{""n"":""15""}"
"{""n"":""385""}","{""n"":""0""}","{""n"":""2""}","{""n"":""15""}"
"{""n"":""200""}","{""n"":""3376019""}","{""n"":""8""}","{""n"":""103""}"
"{""n"":""180""}","{""n"":""929256""}","{""n"":""51""}","{""n"":""27""}"
"{""n"":""250""}","{""n"":""5308""}","{""n"":""27""}","{""n"":""15""}"
"{""n"":""291""}","{""n"":""7528577""}","{""n"":""21""}","{""n"":""111""}"
"{""n"":""350""}","{""n"":""1185349""}","{""n"":""48""}","{""n"":""35""}"
"{""n"":""180""}","{""n"":""749099""}","{""n"":""23""}","{""n"":""30""}"
"{""n"":""825""}","{""n"":""631097""}","{""n"":""11""}","{""n"":""31""}"
"{""n"":""1010""}","{""n"":""299208973""}","{""n"":""27""}","{""n"":""2035""}"
"{""n"":""300""}","{""n"":""5069469""}","{""n"":""1""}","{""n"":""126""}"
"{""n"":""200""}","{""n"":""52038""}","{""n"":""9""}","{""n"":""15""}"
"{""n"":""250""}","{""n"":""0""}","{""n"":""21""}","{""n"":""15""}"
"{""n"":""570""}","{""n"":""476852""}","{""n"":""13""}","{""n"":""34""}"
"{""n"":""120""}","{""n"":""7926605""}","{""n"":""2""}","{""n"":""115""}"
"{""n"":""235""}","{""n"":""1407781""}","{""n"":""13""}","{""n"":""56""}"
"{""n"":""405""}","{""n"":""11021342""}","{""n"":""24""}","{""n"":""94""}"
"{""n"":""200""}","{""n"":""1245519""}","{""n"":""35""}","{""n"":""45""}"
"{""n"":""200""}","{""n"":""1251827""}","{""n"":""12""}","{""n"":""36""}"
"{""n"":""1425""}","{""n"":""25065489""}","{""n"":""3""}","{""n"":""759""}"
"{""n"":""200""}","{""n"":""200798""}","{""n"":""42""}","{""n"":""15""}"
"{""n"":""250""}","{""n"":""3257169""}","{""n"":""45""}","{""n"":""103""}"
"{""n"":""140""}","{""n"":""2639280""}","{""n"":""56""}","{""n"":""131""}"
"{""n"":""175""}","{""n"":""1549470""}","{""n"":""5""}","{""n"":""75""}"
"{""n"":""35""}","{""n"":""76086""}","{""n"":""19""}","{""n"":""15""}"
"{""n"":""136""}","{""n"":""312140""}","{""n"":""21""}","{""n"":""19""}"
"{""n"":""120""}","{""n"":""15219464""}","{""n"":""44""}","{""n"":""280""}"
"{""n"":""650""}","{""n"":""70413086""}","{""n"":""15""}","{""n"":""895""}"
"{""n"":""300""}","{""n"":""36007""}","{""n"":""25""}","{""n"":""15""}"
"{""n"":""250""}","{""n"":""41985""}","{""n"":""52""}","{""n"":""15""}"
"{""n"":""300""}","{""n"":""668618""}","{""n"":""11""}","{""n"":""34""}"
"{""n"":""1286""}","{""n"":""7718014""}","{""n"":""56""}","{""n"":""317""}"
"{""n"":""620""}","{""n"":""1347435""}","{""n"":""16""}","{""n"":""27""}"
"{""n"":""200""}","{""n"":""3952""}","{""n"":""25""}","{""n"":""15""}"
"{""n"":""140""}","{""n"":""2431173""}","{""n"":""57""}","{""n"":""61""}"
"{""n"":""150""}","{""n"":""17661647""}","{""n"":""5""}","{""n"":""342""}"
"{""n"":""250""}","{""n"":""91827""}","{""n"":""39""}","{""n"":""15""}"
"{""n"":""800""}","{""n"":""754173""}","{""n"":""10""}","{""n"":""34""}"
"{""n"":""436""}","{""n"":""7981465""}","{""n"":""14""}","{""n"":""122""}"
"{""n"":""172""}","{""n"":""152184""}","{""n"":""39""}","{""n"":""15""}"
"{""n"":""440""}","{""n"":""2496543""}","{""n"":""46""}","{""n"":""67""}"
"{""n"":""300""}","{""n"":""1518203""}","{""n"":""30""}","{""n"":""21""}"
"{""n"":""770""}","{""n"":""75266100""}","{""n"":""4""}","{""n"":""1599""}"
"{""n"":""600""}","{""n"":""6190938""}","{""n"":""12""}","{""n"":""177""}"
"{""n"":""245""}","{""n"":""28146""}","{""n"":""21""}","{""n"":""15""}"
"{""n"":""2650""}","{""n"":""121914847""}","{""n"":""43""}","{""n"":""1805""}"
"{""n"":""200""}","{""n"":""293898""}","{""n"":""56""}","{""n"":""35""}"
"{""n"":""200""}","{""n"":""149840""}","{""n"":""41""}","{""n"":""15""}"
"{""n"":""200""}","{""n"":""1668624""}","{""n"":""6""}","{""n"":""130""}"
"{""n"":""200""}","{""n"":""633260""}","{""n"":""55""}","{""n"":""100""}"
"{""n"":""56.00000000000001""}","{""n"":""1541779""}","{""n"":""30""}","{""n"":""16""}"
"{""n"":""250""}","{""n"":""707979""}","{""n"":""8""}","{""n"":""45""}"
"{""n"":""250""}","{""n"":""79751""}","{""n"":""30""}","{""n"":""15""}"
"{""n"":""136""}","{""n"":""1412836""}","{""n"":""33""}","{""n"":""38""}"
"{""n"":""700""}","{""n"":""1928783""}","{""n"":""10""}","{""n"":""80""}"
"{""n"":""250""}","{""n"":""2499159""}","{""n"":""30""}","{""n"":""137""}"
"{""n"":""1340""}","{""n"":""187566641""}","{""n"":""4""}","{""n"":""4101""}"
"{""n"":""445""}","{""n"":""18115456""}","{""n"":""45""}","{""n"":""191""}"
"{""n"":""172""}","{""n"":""64196""}","{""n"":""1""}","{""n"":""15""}"
"{""n"":""306""}","{""n"":""3925308""}","{""n"":""60""}","{""n"":""93""}"
"{""n"":""250""}","{""n"":""0""}","{""n"":""12""}","{""n"":""15""}"
"{""n"":""35""}","{""n"":""303980""}","{""n"":""23""}","{""n"":""16""}"
"{""n"":""300""}","{""n"":""930984""}","{""n"":""40""}","{""n"":""38""}"
"{""n"":""200""}","{""n"":""77645""}","{""n"":""25""}","{""n"":""15""}"
"{""n"":""150""}","{""n"":""9174640""}","{""n"":""11""}","{""n"":""95""}"
"{""n"":""229.99999999999997""}","{""n"":""227409""}","{""n"":""43""}","{""n"":""15""}"
"{""n"":""149""}","{""n"":""8011""}","{""n"":""57""}","{""n"":""15""}"
"{""n"":""200""}","{""n"":""68003""}","{""n"":""36""}","{""n"":""15""}"
"{""n"":""250""}","{""n"":""138022""}","{""n"":""45""}","{""n"":""15""}"
"{""n"":""125""}","{""n"":""5736""}","{""n"":""8""}","{""n"":""15""}"
"{""n"":""149""}","{""n"":""73594""}","{""n"":""20""}","{""n"":""15""}"
"{""n"":""2225""}","{""n"":""62856155""}","{""n"":""42""}","{""n"":""851""}"
"{""n"":""35""}","{""n"":""0""}","{""n"":""47""}","{""n"":""15""}"
"{""n"":""180""}","{""n"":""490253""}","{""n"":""12""}","{""n"":""21""}"
"{""n"":""4041""}","{""n"":""152417084""}","{""n"":""40""}","{""n"":""1964""}"
"{""n"":""200""}","{""n"":""604777""}","{""n"":""58""}","{""n"":""45""}"
"{""n"":""56.00000000000001""}","{""n"":""0""}","{""n"":""53""}","{""n"":""15""}"
"{""n"":""480""}","{""n"":""1442871""}","{""n"":""29""}","{""n"":""34""}"
"{""n"":""250""}","{""n"":""978403""}","{""n"":""2""}","{""n"":""100""}"
"{""n"":""1420""}","{""n"":""170522043""}","{""n"":""3""}","{""n"":""4374""}"
"{""n"":""440""}","{""n"":""290726""}","{""n"":""25""}","{""n"":""24""}"
"{""n"":""300""}","{""n"":""2133436""}","{""n"":""27""}","{""n"":""39""}"
"{""n"":""1260""}","{""n"":""82553107""}","{""n"":""37""}","{""n"":""646""}"
"{""n"":""535""}","{""n"":""4052161""}","{""n"":""41""}","{""n"":""68""}"
"{""n"":""400""}","{""n"":""624284""}","{""n"":""23""}","{""n"":""34""}"
"{""n"":""300""}","{""n"":""44756851""}","{""n"":""19""}","{""n"":""211""}"
"{""n"":""151""}","{""n"":""0""}","{""n"":""27""}","{""n"":""15""}"
"{""n"":""200""}","{""n"":""0""}","{""n"":""3""}","{""n"":""15""}"
"{""n"":""400""}","{""n"":""16183635""}","{""n"":""44""}","{""n"":""133""}"
"{""n"":""375""}","{""n"":""486641""}","{""n"":""18""}","{""n"":""19""}"
"{""n"":""150""}","{""n"":""19250009""}","{""n"":""25""}","{""n"":""206""}"
"{""n"":""400""}","{""n"":""19934""}","{""n"":""12""}","{""n"":""15""}"
"{""n"":""200""}","{""n"":""1395923""}","{""n"":""49""}","{""n"":""32""}"
"{""n"":""300""}","{""n"":""106869""}","{""n"":""8""}","{""n"":""15""}"
"{""n"":""2110""}","{""n"":""62615372""}","{""n"":""40""}","{""n"":""3023""}"
"{""n"":""2435""}","{""n"":""9984571""}","{""n"":""38""}","{""n"":""218""}"
"{""n"":""150""}","{""n"":""0""}","{""n"":""18""}","{""n"":""65""}"
"{""n"":""300""}","{""n"":""187065""}","{""n"":""56""}","{""n"":""15""}"
"{""n"":""172""}","{""n"":""15538495""}","{""n"":""5""}","{""n"":""161""}"
"{""n"":""250""}","{""n"":""2781697""}","{""n"":""16""}","{""n"":""87""}"
"{""n"":""180""}","{""n"":""374578""}","{""n"":""24""}","{""n"":""20""}"
"{""n"":""150""}","{""n"":""4812285""}","{""n"":""48""}","{""n"":""58""}"
"{""n"":""175""}","{""n"":""0""}","{""n"":""21""}","{""n"":""15""}"
"{""n"":""890""}","{""n"":""24480381""}","{""n"":""34""}","{""n"":""331""}"
"{""n"":""280""}","{""n"":""0""}","{""n"":""48""}","{""n"":""15""}"
"{""n"":""1500""}","{""n"":""9306890""}","{""n"":""21""}","{""n"":""224""}"
"{""n"":""385""}","{""n"":""550045""}","{""n"":""58""}","{""n"":""35""}"
"{""n"":""700""}","{""n"":""3867175""}","{""n"":""29""}","{""n"":""88""}"
"{""n"":""250""}","{""n"":""1792407""}","{""n"":""16""}","{""n"":""45""}"
"{""n"":""300""}","{""n"":""9807975""}","{""n"":""47""}","{""n"":""69""}"
"{""n"":""56.00000000000001""}","{""n"":""604356""}","{""n"":""44""}","{""n"":""16""}"
"{""n"":""720""}","{""n"":""2345376""}","{""n"":""45""}","{""n"":""49""}"
"{""n"":""200""}","{""n"":""184663""}","{""n"":""30""}","{""n"":""15""}"
"{""n"":""200""}","{""n"":""0""}","{""n"":""53""}","{""n"":""15""}"
"{""n"":""250""}","{""n"":""0""}","{""n"":""39""}","{""n"":""15""}"
"{""n"":""200""}","{""n"":""209125""}","{""n"":""2""}","{""n"":""30""}"
"{""n"":""1545""}","{""n"":""309477142""}","{""n"":""45""}","{""n"":""1743""}"
"{""n"":""1777""}","{""n"":""206586724""}","{""n"":""28""}","{""n"":""2093""}"
"{""n"":""2050""}","{""n"":""114513718""}","{""n"":""11""}","{""n"":""1621""}"
"{""n"":""300""}","{""n"":""22574695""}","{""n"":""6""}","{""n"":""569""}"
"{""n"":""2557""}","{""n"":""4615059""}","{""n"":""19""}","{""n"":""92""}"
"{""n"":""200""}","{""n"":""1901016""}","{""n"":""30""}","{""n"":""64""}"
"{""n"":""370""}","{""n"":""1097412""}","{""n"":""59""}","{""n"":""105""}"
"{""n"":""300""}","{""n"":""125221""}","{""n"":""59""}","{""n"":""15""}"
"{""n"":""500""}","{""n"":""11399226""}","{""n"":""33""}","{""n"":""375""}"
"{""n"":""250""}","{""n"":""21229635""}","{""n"":""13""}","{""n"":""418""}"
"{""n"":""49""}","{""n"":""181985""}","{""n"":""45""}","{""n"":""15""}"
"{""n"":""35""}","{""n"":""3155786""}","{""n"":""48""}","{""n"":""37""}"
"{""n"":""150""}","{""n"":""132018""}","{""n"":""8""}","{""n"":""15""}"
"{""n"":""250""}","{""n"":""124354""}","{""n"":""55""}","{""n"":""15""}"
"{""n"":""250""}","{""n"":""72029""}","{""n"":""35""}","{""n"":""15""}"
"{""n"":""880""}","{""n"":""30074515""}","{""n"":""28""}","{""n"":""640""}"
"{""n"":""1670""}","{""n"":""7028922""}","{""n"":""22""}","{""n"":""252""}"
"{""n"":""532""}","{""n"":""6114835""}","{""n"":""52""}","{""n"":""92""}"
"{""n"":""150""}","{""n"":""0""}","{""n"":""46""}","{""n"":""15""}"
"{""n"":""200""}","{""n"":""101972""}","{""n"":""48""}","{""n"":""15""}"
"{""n"":""200""}","{""n"":""295222""}","{""n"":""3""}","{""n"":""25""}"
"{""n"":""200""}","{""n"":""2741415""}","{""n"":""31""}","{""n"":""127""}"
"{""n"":""400""}","{""n"":""1012218""}","{""n"":""22""}","{""n"":""53""}"
"{""n"":""410""}","{""n"":""0""}","{""n"":""13""}","{""n"":""15""}"
"{""n"":""750""}","{""n"":""85080661""}","{""n"":""15""}","{""n"":""1081""}"
"{""n"":""229.99999999999997""}","{""n"":""3177992""}","{""n"":""57""}","{""n"":""166""}"
"{""n"":""790""}","{""n"":""10849283""}","{""n"":""5""}","{""n"":""580""}"
"{""n"":""250""}","{""n"":""464304""}","{""n"":""46""}","{""n"":""23""}"
"{""n"":""600""}","{""n"":""61418726""}","{""n"":""42""}","{""n"":""766""}"
"{""n"":""149""}","{""n"":""2558261""}","{""n"":""10""}","{""n"":""38""}"
"{""n"":""100""}","{""n"":""36007""}","{""n"":""9""}","{""n"":""15""}"
"{""n"":""250""}","{""n"":""2223859""}","{""n"":""48""}","{""n"":""67""}"
"{""n"":""225""}","{""n"":""604847""}","{""n"":""16""}","{""n"":""21""}"
"{""n"":""226""}","{""n"":""141832602""}","{""n"":""14""}","{""n"":""321""}"
"{""n"":""150""}","{""n"":""0""}","{""n"":""52""}","{""n"":""15""}"
"{""n"":""200""}","{""n"":""634142""}","{""n"":""53""}","{""n"":""32""}"
"{""n"":""770""}","{""n"":""62966414""}","{""n"":""16""}","{""n"":""286""}"
"{""n"":""200""}","{""n"":""84434""}","{""n"":""47""}","{""n"":""15""}"
"{""n"":""150""}","{""n"":""0""}","{""n"":""53""}","{""n"":""15""}"
"{""n"":""350""}","{""n"":""30423502""}","{""n"":""2""}","{""n"":""806""}"
"{""n"":""600""}","{""n"":""1050011""}","{""n"":""47""}","{""n"":""35""}"
"{""n"":""250""}","{""n"":""837468""}","{""n"":""22""}","{""n"":""100""}"
"{""n"":""997""}","{""n"":""7740507""}","{""n"":""56""}","{""n"":""508""}"
"{""n"":""100""}","{""n"":""993440""}","{""n"":""51""}","{""n"":""24""}"
"{""n"":""385""}","{""n"":""127270""}","{""n"":""25""}","{""n"":""15""}"
"{""n"":""249""}","{""n"":""2645724""}","{""n"":""49""}","{""n"":""50""}"
"{""n"":""300""}","{""n"":""19251307""}","{""n"":""21""}","{""n"":""447""}"
"{""n"":""136""}","{""n"":""561763""}","{""n"":""13""}","{""n"":""19""}"
"{""n"":""600""}","{""n"":""1005875""}","{""n"":""38""}","{""n"":""42""}"
"{""n"":""140""}","{""n"":""29475""}","{""n"":""14""}","{""n"":""15""}"
"{""n"":""450""}","{""n"":""16156111""}","{""n"":""50""}","{""n"":""351""}"
"{""n"":""300""}","{""n"":""45991""}","{""n"":""50""}","{""n"":""15""}"
"{""n"":""400""}","{""n"":""14528323""}","{""n"":""46""}","{""n"":""230""}"
"{""n"":""56.00000000000001""}","{""n"":""2541609""}","{""n"":""8""}","{""n"":""23""}"
"{""n"":""400""}","{""n"":""0""}","{""n"":""13""}","{""n"":""15""}"
"{""n"":""1100""}","{""n"":""0""}","{""n"":""36""}","{""n"":""15""}"
"{""n"":""1570""}","{""n"":""10394267""}","{""n"":""11""}","{""n"":""358""}"
"{""n"":""250""}","{""n"":""840895""}","{""n"":""11""}","{""n"":""29""}"
"{""n"":""1497""}","{""n"":""25135376""}","{""n"":""24""}","{""n"":""466""}"
"{""n"":""135""}","{""n"":""48005""}","{""n"":""5""}","{""n"":""15""}"
"{""n"":""300""}","{""n"":""0""}","{""n"":""59""}","{""n"":""15""}"
"{""n"":""810""}","{""n"":""157716879""}","{""n"":""30""}","{""n"":""609""}"
"{""n"":""250""}","{""n"":""0""}","{""n"":""11""}","{""n"":""15""}"
